x   y   freq
12  59  0
12  60  0
12  61  0
12  62  0
12  63  0
12  64  0
12  65  0
12  66  0
12  67  0
12  68  0
12  69  0
12  70  0
13  1   0
13  2   0
13  3   0
13  4   0
13  5   0
13  6   0
13  7   0
13  8   0
13  9   0
